layer0_sao2,layer0.1_vhb,layer0.2_a_mie,layer0.3_b_mie,layer0.4_a_ray,layer0.5_g,layer0.6_n,layer0.7_d,layer1_sao2,layer1.1_vhb,layer1.2_a_mie,layer1.3_b_mie,layer1.4_a_ray,layer1.5_g,layer1.6_n,layer1.7_d,layer2_sao2,layer2.1_vhb,layer2.2_a_mie,layer2.3_b_mie,layer2.4_a_ray,layer2.5_g,layer2.6_n,layer2.7_d,460.46848,470.85913,475.64023,487.55966,495.06268,505.49545,516.9379,524.29926,536.7569,544.5972,555.9696,562.3306,574.3978,581.5989,588.1238,598.2659
0.5683356,0.022577435,3213.9016,1.286,0.0,0.92495584,1.36,0.0007734821,0.5683356,0.017817238,2600.6763,1.286,0.0,0.8599781,1.36,0.0006351488,0.5683356,0.021207256,1376.5376,1.286,0.0,0.92708653,1.38,0.00059803046,0.06428446,0.07076437,0.07313107,0.074974984,0.07351502,0.07103714,0.06447059,0.059453133,0.04989379,0.04887709,0.048743214,0.04911794,0.051293768,0.05468397,0.06479548,0.08096404
0.99528587,0.0014444229,929.0543,1.286,0.0,0.9165631,1.36,0.00087384455,0.99528587,0.0049186465,650.67865,1.286,0.0,0.8201249,1.36,0.00046535823,0.99528587,0.099742025,3168.9548,1.286,0.0,0.8546418,1.38,0.0005078931,0.06372988,0.06630662,0.06738794,0.06885099,0.06879723,0.06838545,0.064283594,0.060667817,0.053658742,0.05332265,0.053820875,0.053721324,0.053609714,0.05555269,0.06557579,0.08232882
0.1332903,0.0620331,933.0928,1.286,0.0,0.8231226,1.36,0.0009867799,0.1332903,0.030945549,1531.074,1.286,0.0,0.8431185,1.36,0.00064453966,0.1332903,0.013741913,1170.3546,1.286,0.0,0.84471333,1.38,0.00041470485,0.0780877,0.096659124,0.10299442,0.098710746,0.08739175,0.072911814,0.05727379,0.048290756,0.035267703,0.0329954,0.030071395,0.030652517,0.038429454,0.043840606,0.058353215,0.08806954
0.75398254,0.09217613,1500.2277,1.286,0.0,0.8903798,1.36,0.0008384221,0.75398254,0.029069558,2619.5166,1.286,0.0,0.9086895,1.36,0.00068168656,0.75398254,0.09887677,289.70456,1.286,0.0,0.8559099,1.38,0.00046444178,0.05014983,0.062425792,0.06726784,0.074784674,0.074870415,0.07301061,0.061418474,0.05191182,0.036063276,0.036220368,0.03736074,0.03852024,0.045820538,0.053937238,0.08642143,0.14981666
0.02694108,0.07895594,984.32794,1.286,0.0,0.82575977,1.36,0.00063062465,0.02694108,0.032827217,1750.5011,1.286,0.0,0.9027694,1.36,0.00050893705,0.02694108,0.08204637,2901.811,1.286,0.0,0.8502102,1.38,0.0004913167,0.084577896,0.10583642,0.11266351,0.10430701,0.089631364,0.07182406,0.05495331,0.045699224,0.032867167,0.030371767,0.026947463,0.027552033,0.035989475,0.041341975,0.054176837,0.08126055
0.9523585,0.035293672,3032.5488,1.286,0.0,0.8002427,1.36,0.0008455881,0.9523585,0.07327449,2816.3738,1.286,0.0,0.82603407,1.36,0.00044214324,0.9523585,0.09316937,1374.2546,1.286,0.0,0.9455256,1.38,0.00048820727,0.055846795,0.06331898,0.06612944,0.07092475,0.071745865,0.07199532,0.06546328,0.059307173,0.047186237,0.047382113,0.04963605,0.050185047,0.051008854,0.055423763,0.072952926,0.10149347
0.3296741,0.0033047646,2921.9836,1.286,0.0,0.8877592,1.36,0.0007611446,0.3296741,0.035229575,1853.6257,1.286,0.0,0.9144614,1.36,0.0007748134,0.3296741,0.05716984,2678.7998,1.286,0.0,0.8644033,1.38,0.00047442387,0.0688488,0.070503585,0.07111235,0.07039323,0.068847075,0.066758074,0.06344819,0.06126988,0.057198003,0.056129087,0.05503451,0.05486884,0.055635717,0.05651674,0.059361313,0.064074576
0.74995315,0.082845055,3445.4456,1.286,0.0,0.84778094,1.36,0.0008318604,0.74995315,0.04172581,1443.3618,1.286,0.0,0.8115533,1.36,0.00081051246,0.74995315,0.08785953,1896.8905,1.286,0.0,0.9240432,1.38,0.0005955241,0.0571195,0.06703959,0.07081292,0.07583687,0.07544122,0.073680036,0.064378045,0.056718685,0.042781446,0.042405386,0.04344054,0.044136103,0.047682088,0.05331246,0.07416644,0.1110487
0.46527228,0.095154114,1653.2823,1.286,0.0,0.8477482,1.36,0.0006109211,0.46527228,0.037298497,2041.464,1.286,0.0,0.88779706,1.36,0.0004519939,0.46527228,0.004603784,2635.799,1.286,0.0,0.8985284,1.38,0.00044867894,0.060922194,0.07618059,0.08202512,0.08613115,0.081855714,0.07469274,0.060861316,0.051391304,0.03631044,0.035215482,0.03431772,0.035227627,0.04277169,0.04978702,0.07335577,0.11895406
0.11438566,0.031770237,1017.3912,1.286,0.0,0.83153784,1.36,0.00093064207,0.11438566,0.053820536,906.87476,1.286,0.0,0.9461671,1.36,0.0007816096,0.11438566,0.0057717315,2419.6592,1.286,0.0,0.86681104,1.38,0.0005881209,0.07902941,0.09179012,0.09604638,0.092003204,0.08334661,0.07222626,0.059631202,0.052274927,0.04096803,0.038492158,0.035492536,0.03588358,0.0421547,0.04646146,0.056839656,0.07735982
