Data from torch3_MAYP1140501__0__12-27-29-303.txt Node

Date: Fri Mar 25 12:27:29 GMT 2022
User: stone
Spectrometer: MAYP114050
Trigger mode: 0
Integration Time (sec): 7.200000E-3
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
198.571	719.83
199.043	-66.17
199.514	10.83
199.985	-4.17
200.456	25.83
200.928	26.83
201.399	18.83
201.87	29.83
202.341	34.83
202.812	34.83
203.283	22.83
203.754	25.83
204.225	30.83
204.697	32.83
205.168	21.83
205.638	28.83
206.109	26.83
206.58	29.83
207.051	18.83
207.522	31.83
207.993	23.83
208.464	16.83
208.935	28.83
209.405	28.83
209.876	37.83
210.347	36.83
210.818	25.83
211.288	27.83
211.759	35.83
212.229	39.83
212.7	35.83
213.171	37.83
213.641	22.83
214.112	38.83
214.582	30.83
215.053	27.83
215.523	29.83
215.993	25.83
216.464	23.83
216.934	39.83
217.405	43.83
217.875	30.83
218.345	34.83
218.815	39.83
219.286	39.83
219.756	27.83
220.226	31.83
220.696	43.83
221.166	40.83
221.636	44.83
222.107	34.83
222.577	25.83
223.047	29.83
223.517	27.83
223.987	27.83
224.457	30.83
224.927	33.83
225.396	41.83
225.866	36.83
226.336	31.83
226.806	47.83
227.276	29.83
227.746	35.83
228.215	38.83
228.685	32.83
229.155	35.83
229.625	38.83
230.094	35.83
230.564	31.83
231.033	37.83
231.503	32.83
231.973	32.83
232.442	32.83
232.912	34.83
233.381	31.83
233.851	31.83
234.32	41.83
234.789	36.83
235.259	38.83
235.728	36.83
236.197	40.83
236.667	41.83
237.136	34.83
237.605	32.83
238.074	33.83
238.544	29.83
239.013	38.83
239.482	34.83
239.951	37.83
240.42	44.83
240.889	36.83
241.358	35.83
241.827	30.83
242.296	34.83
242.765	44.83
243.234	25.83
243.703	37.83
244.172	37.83
244.641	28.83
245.11	39.83
245.579	38.83
246.047	48.83
246.516	29.83
246.985	41.83
247.454	30.83
247.922	33.83
248.391	39.83
248.86	36.83
249.328	39.83
249.797	43.83
250.265	27.83
250.734	32.83
251.202	31.83
251.671	35.83
252.139	40.83
252.608	41.83
253.076	32.83
253.544	33.83
254.013	41.83
254.481	42.83
254.949	41.83
255.418	20.83
255.886	44.83
256.354	37.83
256.822	48.83
257.291	38.83
257.759	31.83
258.227	36.83
258.695	40.83
259.163	43.83
259.631	23.83
260.099	36.83
260.567	47.83
261.035	41.83
261.503	33.83
261.971	30.83
262.439	33.83
262.907	39.83
263.375	34.83
263.842	40.83
264.31	36.83
264.778	49.83
265.246	41.83
265.713	46.83
266.181	37.83
266.649	34.83
267.116	41.83
267.584	34.83
268.052	26.83
268.519	35.83
268.987	35.83
269.454	44.83
269.922	45.83
270.389	38.83
270.856	32.83
271.324	39.83
271.791	43.83
272.259	37.83
272.726	44.83
273.193	37.83
273.66	40.83
274.128	46.83
274.595	45.83
275.062	42.83
275.529	40.83
275.996	40.83
276.464	45.83
276.931	43.83
277.398	47.83
277.865	44.83
278.332	43.83
278.799	49.83
279.266	48.83
279.733	44.83
280.2	42.83
280.667	36.83
281.133	48.83
281.6	41.83
282.067	46.83
282.534	39.83
283.001	41.83
283.467	44.83
283.934	40.83
284.401	45.83
284.867	38.83
285.334	35.83
285.801	42.83
286.267	41.83
286.734	36.83
287.2	41.83
287.667	37.83
288.133	31.83
288.6	43.83
289.066	43.83
289.532	37.83
289.999	36.83
290.465	43.83
290.931	43.83
291.398	43.83
291.864	39.83
292.33	49.83
292.796	41.83
293.263	52.83
293.729	42.83
294.195	37.83
294.661	45.83
295.127	54.83
295.593	36.83
296.059	41.83
296.525	37.83
296.991	42.83
297.457	43.83
297.923	52.83
298.389	47.83
298.855	49.83
299.321	42.83
299.786	41.83
300.252	38.83
300.718	42.83
301.184	41.83
301.65	45.83
302.115	46.83
302.581	42.83
303.047	50.83
303.512	45.83
303.978	43.83
304.443	42.83
304.909	49.83
305.374	44.83
305.84	47.83
306.305	43.83
306.771	43.83
307.236	41.83
307.701	35.83
308.167	42.83
308.632	40.83
309.097	47.83
309.563	40.83
310.028	45.83
310.493	44.83
310.958	36.83
311.424	36.83
311.889	39.83
312.354	40.83
312.819	37.83
313.284	35.83
313.749	41.83
314.214	38.83
314.679	46.83
315.144	44.83
315.609	41.83
316.074	41.83
316.539	39.83
317.004	37.83
317.468	42.83
317.933	43.83
318.398	45.83
318.863	47.83
319.327	44.83
319.792	45.83
320.257	43.83
320.721	44.83
321.186	39.83
321.651	42.83
322.115	50.83
322.58	41.83
323.044	49.83
323.509	36.83
323.973	57.83
324.438	46.83
324.902	40.83
325.366	54.83
325.831	44.83
326.295	40.83
326.759	29.83
327.224	41.83
327.688	37.83
328.152	34.83
328.616	49.83
329.081	40.83
329.545	40.83
330.009	40.83
330.473	37.83
330.937	41.83
331.401	40.83
331.865	46.83
332.329	45.83
332.793	39.83
333.257	47.83
333.721	51.83
334.185	53.83
334.649	40.83
335.112	38.83
335.576	39.83
336.04	46.83
336.504	52.83
336.967	44.83
337.431	46.83
337.895	45.83
338.358	45.83
338.822	43.83
339.286	48.83
339.749	51.83
340.213	48.83
340.676	70.83
341.14	37.83
341.603	47.83
342.067	43.83
342.53	52.83
342.993	40.83
343.457	47.83
343.92	37.83
344.383	52.83
344.847	48.83
345.31	43.83
345.773	42.83
346.236	49.83
346.699	51.83
347.163	42.83
347.626	46.83
348.089	44.83
348.552	45.83
349.015	41.83
349.478	36.83
349.941	46.83
350.404	53.83
350.867	49.83
351.33	52.83
351.793	33.83
352.255	47.83
352.718	39.83
353.181	38.83
353.644	42.83
354.107	41.83
354.569	35.83
355.032	44.83
355.495	46.83
355.957	52.83
356.42	44.83
356.882	36.83
357.345	32.83
357.808	49.83
358.27	45.83
358.733	42.83
359.195	40.83
359.657	49.83
360.12	48.83
360.582	41.83
361.045	46.83
361.507	53.83
361.969	39.83
362.431	49.83
362.894	51.83
363.356	46.83
363.818	41.83
364.28	45.83
364.742	44.83
365.204	47.83
365.667	42.83
366.129	45.83
366.591	43.83
367.053	46.83
367.515	43.83
367.977	51.83
368.438	51.83
368.9	41.83
369.362	49.83
369.824	43.83
370.286	50.83
370.748	51.83
371.209	42.83
371.671	41.83
372.133	50.83
372.594	56.83
373.056	42.83
373.518	39.83
373.979	45.83
374.441	45.83
374.902	36.83
375.364	54.83
375.825	46.83
376.287	43.83
376.748	53.83
377.21	55.83
377.671	47.83
378.133	59.83
378.594	52.83
379.055	44.83
379.516	59.83
379.978	51.83
380.439	49.83
380.9	54.83
381.361	45.83
381.822	39.83
382.284	47.83
382.745	54.83
383.206	52.83
383.667	53.83
384.128	50.83
384.589	54.83
385.05	49.83
385.511	52.83
385.971	53.83
386.432	56.83
386.893	56.83
387.354	56.83
387.815	66.83
388.276	60.83
388.736	53.83
389.197	64.83
389.658	63.83
390.118	52.83
390.579	53.83
391.04	66.83
391.5	67.83
391.961	70.83
392.421	65.83
392.882	76.83
393.342	80.83
393.803	87.83
394.263	79.83
394.723	92.83
395.184	83.83
395.644	83.83
396.104	126.83
396.565	98.83
397.025	112.83
397.485	113.83
397.945	109.83
398.406	128.83
398.866	142.83
399.326	139.83
399.786	143.83
400.246	165.83
400.706	177.83
401.166	194.83
401.626	209.83
402.086	218.83
402.546	237.83
403.006	251.83
403.466	301.83
403.926	290.83
404.385	354.83
404.845	350.83
405.305	393.83
405.765	428.83
406.224	482.83
406.684	513.83
407.144	545.83
407.603	619.83
408.063	674.83
408.523	768.83
408.982	834.83
409.442	917.83
409.901	995.83
410.361	1076.83
410.82	1168.83
411.28	1305.83
411.739	1448.83
412.198	1558.83
412.658	1699.83
413.117	1800.83
413.576	2027.83
414.035	2241.83
414.495	2381.83
414.954	2541.83
415.413	2794.83
415.872	2986.83
416.331	3269.83
416.79	3624.83
417.249	3880.83
417.709	4183.83
418.168	4498.83
418.627	4917.83
419.085	5361.83
419.544	5696.83
420.003	6195.83
420.462	6662.83
420.921	7126.83
421.38	7696.83
421.839	8100.83
422.297	8874.83
422.756	9568.83
423.215	10067.83
423.674	10901.83
424.132	11598.83
424.591	12280.83
425.049	13145.83
425.508	13916.83
425.967	14864.83
426.425	15851.83
426.884	16729.83
427.342	17633.83
427.8	18612.83
428.259	19646.83
428.717	20708.83
429.176	21735.83
429.634	22896.83
430.092	24052.83
430.551	25271.83
431.009	26470.83
431.467	27630.83
431.925	29055.83
432.383	30219.83
432.841	31429.83
433.3	32714.83
433.758	34076.83
434.216	35370.83
434.674	36420.83
435.132	37709.83
435.59	38948.83
436.048	40186.83
436.506	41393.83
436.963	42623.83
437.421	43497.83
437.879	44590.83
438.337	45489.83
438.795	46208.83
439.253	47382.83
439.71	47918.83
440.168	48410.83
440.626	49096.83
441.083	49365.83
441.541	49421.83
441.999	49683.83
442.456	49592.83
442.914	49042.83
443.371	49098.83
443.829	48700.83
444.286	48295.83
444.743	47514.83
445.201	46854.83
445.658	45662.83
446.116	44887.83
446.573	43862.83
447.03	42459.83
447.487	41071.83
447.945	39630.83
448.402	38307.83
448.859	36645.83
449.316	35149.83
449.773	33595.83
450.23	32348.83
450.688	30721.83
451.145	29315.83
451.602	27750.83
452.059	26413.83
452.516	25039.83
452.972	23728.83
453.429	22307.83
453.886	21233.83
454.343	20193.83
454.8	19268.83
455.257	18293.83
455.713	17420.83
456.17	16461.83
456.627	15909.83
457.084	15123.83
457.54	14551.83
457.997	13969.83
458.454	13346.83
458.91	12799.83
459.367	12388.83
459.823	11986.83
460.28	11520.83
460.736	10958.83
461.193	10714.83
461.649	10272.83
462.105	9888.83
462.562	9544.83
463.018	9123.83
463.474	8865.83
463.931	8505.83
464.387	8185.83
464.843	7870.83
465.299	7507.83
465.755	7327.83
466.212	7074.83
466.668	6706.83
467.124	6464.83
467.58	6265.83
468.036	6064.83
468.492	5827.83
468.948	5765.83
469.404	5446.83
469.86	5230.83
470.316	5167.83
470.771	4930.83
471.227	4930.83
471.683	4724.83
472.139	4647.83
472.595	4590.83
473.05	4475.83
473.506	4315.83
473.962	4349.83
474.417	4245.83
474.873	4267.83
475.328	4126.83
475.784	4033.83
476.24	4013.83
476.695	4094.83
477.15	4016.83
477.606	3990.83
478.061	3968.83
478.517	4011.83
478.972	3988.83
479.427	3953.83
479.883	4003.83
480.338	4001.83
480.793	4016.83
481.248	4002.83
481.704	4057.83
482.159	4049.83
482.614	4089.83
483.069	4073.83
483.524	4221.83
483.979	4199.83
484.434	4306.83
484.889	4293.83
485.344	4428.83
485.799	4505.83
486.254	4574.83
486.709	4652.83
487.164	4686.83
487.619	4910.83
488.073	4973.83
488.528	5006.83
488.983	5227.83
489.438	5408.83
489.892	5459.83
490.347	5484.83
490.802	5774.83
491.256	5777.83
